"id","cwb_1_sim","cwb_2_sim","cwb_3_sim","cwb_4_sim","res_1_sim","res_2_sim","dem_1_sim","dem_2_sim","dem_3_sim"
2272,2,1,2,2,NA,8,72,NA,2
2273,NA,1,1,1,3,16,NA,2,2
2274,2,1,1,NA,NA,NA,NA,NA,2
2275,1,NA,1,2,3,NA,88,1,1
2276,2,1,NA,1,1,1,61,1,NA
2277,2,1,1,NA,2,7,15,NA,2
2278,2,1,1,2,3,NA,NA,1,2
2279,1,NA,NA,1,2,14,32,1,2
2280,1,NA,1,NA,2,14,48,2,2
2281,2,NA,1,2,2,13,3,1,NA
2282,1,NA,NA,NA,NA,NA,34,1,2
2283,2,1,1,2,2,NA,28,NA,NA
2284,2,1,NA,1,3,NA,43,2,NA
2285,NA,NA,1,1,NA,12,NA,NA,2
2286,1,NA,1,NA,2,8,0,1,NA
2287,2,NA,1,2,1,6,71,1,2
2288,1,NA,1,1,NA,4,NA,NA,NA
2289,NA,NA,NA,2,2,4,29,1,NA
2290,2,1,1,2,3,11,NA,3,NA
2291,1,1,1,2,2,10,87,2,2
2292,1,NA,1,1,1,NA,NA,1,2
2293,1,1,NA,1,NA,NA,8,1,2
2294,2,NA,1,1,NA,5,NA,NA,2
2295,1,NA,NA,NA,NA,1,77,NA,NA
2296,2,1,1,2,2,1,46,1,2
2297,NA,1,1,1,NA,14,12,1,2
2298,1,2,NA,2,NA,12,40,1,2
2299,2,1,1,NA,3,NA,25,1,NA
2300,NA,1,1,NA,2,12,68,NA,NA
2301,1,1,1,1,3,11,72,1,2
2302,NA,NA,1,1,NA,12,45,3,2
2303,1,NA,1,NA,3,11,NA,3,2
2304,NA,1,NA,NA,2,NA,NA,1,NA
2305,2,NA,1,NA,2,NA,71,1,2
2306,2,1,1,NA,1,14,NA,NA,2
2307,NA,NA,1,1,NA,NA,49,1,NA
2308,NA,1,1,1,NA,NA,29,NA,NA
2309,1,1,NA,NA,2,5,2,NA,NA
2310,2,1,NA,1,3,4,5,1,NA
2311,2,1,1,2,NA,10,83,NA,2
2312,2,NA,NA,2,1,3,NA,NA,2
2313,1,1,1,NA,3,15,NA,1,2
2314,NA,1,1,NA,NA,2,62,NA,NA
2315,NA,NA,1,NA,1,NA,NA,1,NA
2316,2,1,NA,2,3,NA,62,NA,NA
2317,1,NA,2,NA,NA,NA,52,1,NA
2318,NA,1,NA,NA,1,15,NA,1,2
2319,1,NA,1,1,2,15,NA,1,NA
2320,NA,NA,NA,NA,2,11,NA,1,2
2321,NA,1,NA,1,NA,10,NA,1,NA
2322,1,NA,1,NA,NA,NA,28,1,NA
2323,2,1,NA,2,1,3,NA,NA,NA
2324,2,1,1,NA,NA,6,NA,1,2
2325,2,1,2,2,1,NA,40,NA,2
2326,NA,NA,1,NA,3,14,53,NA,NA
2327,2,NA,NA,1,3,6,84,NA,2
2328,1,NA,1,2,3,NA,44,NA,NA
2329,NA,NA,1,1,1,15,NA,1,NA
2330,NA,1,1,NA,1,NA,NA,1,2
2331,NA,1,1,1,3,15,52,NA,NA
2332,2,1,1,NA,3,4,NA,NA,NA
2333,2,1,1,NA,NA,NA,53,NA,2
2334,NA,1,1,1,2,NA,26,1,2
2335,NA,1,1,1,1,NA,65,NA,2
2336,NA,1,1,NA,2,NA,54,1,NA
2337,1,1,1,NA,2,1,31,1,2
2338,1,NA,NA,NA,2,12,53,NA,2
2339,2,1,1,NA,2,NA,49,1,NA
2340,1,1,NA,1,NA,NA,52,1,2
2341,1,1,1,NA,2,12,NA,NA,2
2342,1,NA,1,2,NA,NA,68,NA,2
2343,2,1,NA,2,NA,9,68,NA,2
2344,2,NA,1,NA,NA,NA,76,1,NA
2345,1,1,2,2,3,NA,NA,NA,2
2346,NA,NA,NA,NA,2,4,NA,NA,NA
2347,NA,NA,1,NA,3,NA,50,4,2
2348,NA,NA,1,2,3,15,11,4,NA
2349,NA,NA,NA,2,NA,10,NA,2,2
2350,NA,2,NA,2,NA,9,NA,NA,2
2351,2,NA,NA,1,3,NA,75,1,2
2352,2,1,1,1,1,NA,NA,1,2
2353,2,1,1,NA,1,NA,52,1,NA
2354,NA,NA,NA,NA,NA,7,16,1,2
2355,1,1,1,NA,2,NA,NA,1,NA
2356,2,2,NA,1,NA,16,NA,NA,2
2357,NA,1,1,1,3,10,17,NA,2
2358,NA,1,1,1,3,NA,59,1,2
2359,NA,NA,1,1,1,2,NA,NA,2
2360,NA,1,NA,2,NA,NA,88,NA,NA
2361,NA,1,1,NA,2,NA,NA,NA,NA
2362,1,2,1,2,2,3,73,1,NA
2363,1,1,1,1,NA,NA,78,NA,2
2364,NA,1,NA,NA,2,3,24,NA,2
2365,1,1,NA,NA,2,NA,22,2,NA
2366,NA,NA,1,2,NA,4,NA,3,2
2367,NA,1,1,NA,NA,NA,82,2,NA
2368,NA,NA,NA,2,2,13,NA,3,2
2369,2,1,1,NA,NA,1,88,NA,2
2370,1,1,1,1,NA,5,77,1,NA
2371,2,1,NA,1,2,NA,77,NA,2
2372,NA,NA,1,NA,NA,5,82,1,2
2373,NA,1,1,NA,1,NA,NA,NA,NA
2374,1,1,1,2,2,NA,NA,3,NA
2375,NA,1,1,2,2,NA,NA,NA,NA
2376,NA,NA,NA,NA,3,NA,79,NA,2
2377,NA,1,1,NA,2,4,NA,NA,2
2378,NA,NA,1,NA,2,NA,NA,1,2
2379,NA,1,1,2,NA,6,NA,4,2
2380,2,NA,1,2,1,NA,41,NA,NA
2381,1,1,1,NA,NA,7,1,NA,2
2382,1,1,NA,1,2,NA,44,1,2
2383,1,2,1,NA,NA,NA,86,NA,NA
2384,2,1,1,NA,NA,NA,53,NA,2
2385,NA,NA,NA,2,1,1,22,NA,2
2386,2,1,NA,NA,NA,11,84,1,NA
2387,NA,NA,1,NA,NA,NA,NA,1,2
2388,NA,1,1,NA,3,1,NA,1,2
2389,2,NA,2,NA,2,6,16,NA,2
2390,2,1,NA,2,NA,NA,3,1,2
2391,NA,NA,1,1,NA,5,NA,1,NA
2392,NA,1,1,NA,NA,NA,9,1,NA
2393,NA,1,1,2,NA,5,8,NA,2
2394,NA,NA,1,NA,3,NA,78,NA,2
2395,2,NA,NA,NA,1,13,21,1,2
2396,2,NA,1,1,NA,3,NA,NA,NA
2397,2,1,1,NA,2,6,84,NA,2
2398,NA,NA,NA,2,1,NA,24,NA,NA
2399,NA,NA,1,1,1,NA,76,1,NA
2400,2,1,NA,2,1,6,NA,NA,2
2401,2,1,NA,1,1,NA,NA,NA,NA
2402,2,1,NA,1,1,11,NA,1,NA
2403,2,NA,1,NA,1,8,30,1,2
2404,2,2,1,1,NA,NA,48,1,2
2405,1,NA,1,NA,2,NA,0,1,NA
2406,NA,1,NA,2,NA,12,28,NA,2
2407,1,2,NA,NA,3,NA,NA,1,2
2408,1,2,1,NA,2,NA,85,1,2
2409,NA,1,1,NA,1,NA,NA,1,NA
2410,1,1,NA,2,2,13,90,1,2
2411,NA,1,NA,NA,2,NA,75,1,2
2412,NA,1,1,NA,2,NA,NA,NA,NA
2413,NA,1,1,1,2,4,NA,NA,NA
2414,2,1,1,NA,3,13,46,3,NA
2415,NA,NA,1,1,1,8,56,1,2
2416,NA,1,NA,NA,NA,NA,43,1,NA
2417,2,1,NA,1,NA,NA,NA,NA,2
2418,2,1,1,1,3,15,5,1,NA
2419,2,1,NA,1,2,NA,76,2,2
2420,2,1,1,2,1,11,6,1,NA
2421,NA,1,1,1,3,NA,52,1,2
2422,2,NA,1,2,2,11,NA,NA,1
2423,2,1,1,2,2,12,69,NA,2
2424,1,1,NA,NA,NA,NA,4,2,2
2425,1,NA,NA,NA,2,12,16,NA,2
2426,2,1,1,1,2,NA,6,1,2
2427,1,NA,1,1,2,NA,NA,1,2
2428,2,1,1,2,2,NA,59,NA,NA
2429,NA,1,1,NA,NA,13,NA,1,NA
2430,NA,1,1,2,1,NA,NA,1,NA
2431,NA,1,NA,NA,1,14,NA,NA,2
2432,NA,NA,1,NA,2,NA,NA,4,2
2433,2,1,NA,2,2,NA,NA,1,2
2434,1,NA,1,1,1,NA,90,2,NA
2435,2,1,NA,1,NA,7,43,1,NA
2436,NA,NA,1,2,NA,14,89,1,2
2437,2,NA,1,2,2,9,NA,3,2
2438,NA,1,1,2,2,NA,51,NA,NA
2439,1,1,1,1,NA,NA,66,1,2
2440,2,1,1,NA,1,NA,NA,1,2
2441,NA,1,NA,2,NA,7,NA,1,2
2442,NA,NA,NA,2,NA,9,43,1,2
2443,2,1,1,1,NA,8,75,1,NA
2444,NA,NA,1,NA,2,13,14,NA,NA
2445,2,1,NA,2,2,9,NA,NA,1
2446,NA,1,1,2,1,NA,89,1,1
2447,1,NA,1,2,1,6,NA,NA,2
2448,NA,1,NA,NA,1,NA,47,1,2
2449,2,1,1,2,3,15,3,2,2
2450,NA,1,1,2,NA,14,45,1,NA
2451,2,1,NA,1,2,11,82,NA,2
2452,NA,1,NA,NA,2,7,36,1,2
2453,NA,1,1,2,1,NA,48,1,2
2454,1,1,1,NA,NA,NA,23,1,2
2455,NA,NA,1,2,NA,NA,NA,1,NA
2456,NA,NA,NA,2,2,NA,75,1,NA
2457,NA,NA,1,1,1,14,73,NA,NA
2458,2,1,1,2,3,13,NA,1,2
2459,NA,1,NA,NA,NA,6,NA,1,2
2460,NA,NA,NA,NA,2,14,83,4,2
2461,1,NA,1,2,2,16,44,NA,NA
2462,NA,NA,NA,NA,1,8,75,1,NA
2463,1,2,NA,NA,NA,NA,36,NA,NA
2464,1,NA,NA,2,NA,NA,80,1,2
2465,NA,NA,NA,1,NA,5,NA,1,NA
2466,1,1,1,1,1,NA,51,1,NA
2467,2,1,1,NA,NA,2,13,1,NA
2468,2,2,1,1,2,13,19,1,2
2469,2,1,1,2,NA,14,NA,2,1
2470,1,NA,1,2,3,4,13,NA,NA
2471,NA,NA,1,NA,NA,NA,NA,2,2
2472,NA,2,NA,NA,2,16,NA,NA,NA
2473,2,1,NA,2,NA,NA,4,NA,2
2474,NA,1,1,2,3,NA,88,3,2
2475,2,1,1,2,NA,NA,84,1,NA
2476,NA,NA,NA,2,NA,1,NA,NA,2
2477,NA,1,NA,NA,2,NA,37,2,NA
2478,2,NA,1,NA,2,NA,35,NA,2
2479,1,NA,NA,NA,NA,8,NA,2,2
2480,NA,NA,NA,NA,3,1,40,NA,NA
2481,NA,2,1,2,2,12,22,1,NA
2482,1,1,NA,1,1,6,54,NA,NA
2483,NA,1,1,2,1,14,NA,1,2
2484,2,1,1,NA,3,1,NA,4,NA
2485,2,1,1,NA,NA,6,25,NA,NA
2486,2,NA,NA,2,3,7,6,1,2
2487,2,NA,1,2,1,16,34,NA,NA
2488,NA,NA,1,1,1,NA,NA,NA,NA
2489,2,2,NA,NA,1,5,NA,1,NA
2490,NA,1,NA,NA,2,NA,88,NA,NA
2491,NA,1,1,NA,NA,6,20,NA,2
2492,2,NA,1,2,2,1,68,NA,2
2493,1,1,NA,2,2,NA,NA,2,2
2494,1,NA,1,2,3,2,78,NA,NA
2495,1,1,NA,2,1,1,87,1,NA
2496,1,1,NA,2,1,2,NA,1,2
2497,2,NA,1,NA,NA,NA,77,1,NA
2498,2,NA,1,2,2,NA,47,1,2
2499,2,NA,2,1,NA,NA,70,NA,2
2500,1,NA,1,1,NA,12,NA,NA,2
2501,1,1,1,1,2,NA,10,1,NA
2502,NA,NA,1,NA,NA,NA,NA,NA,2
2503,2,NA,NA,2,2,NA,17,1,2
2504,NA,1,1,1,3,7,5,1,NA
2505,1,NA,NA,NA,NA,7,25,1,2
2506,NA,NA,NA,NA,3,NA,23,NA,NA
2507,2,1,1,1,NA,6,NA,NA,NA
2508,2,1,NA,NA,NA,9,NA,NA,NA
2509,NA,1,1,NA,2,6,75,1,2
2510,2,NA,1,1,NA,5,31,1,2
2511,2,NA,1,NA,1,6,67,4,NA
2512,2,NA,NA,2,2,13,36,NA,NA
2513,NA,1,1,2,NA,NA,NA,1,NA
2514,1,NA,1,1,NA,NA,8,NA,2
2515,NA,1,1,1,NA,NA,NA,NA,2
2516,1,NA,1,NA,NA,14,7,1,2
2517,NA,NA,NA,1,2,NA,NA,NA,NA
2518,2,1,1,NA,2,NA,NA,3,NA
2519,1,1,NA,1,NA,15,NA,1,NA
2520,2,1,NA,2,NA,9,NA,1,NA
2521,NA,1,1,1,1,NA,NA,NA,2
2522,1,NA,1,1,1,NA,NA,1,NA
2523,2,NA,NA,1,NA,3,39,NA,2
2524,1,NA,NA,2,1,NA,53,1,NA
2525,NA,NA,1,2,NA,13,NA,NA,2
2526,NA,NA,1,NA,NA,1,NA,3,2
2527,2,1,NA,1,2,4,NA,1,1
2528,1,1,NA,NA,1,NA,NA,NA,2
2529,NA,NA,NA,NA,NA,NA,72,1,2
2530,2,NA,1,1,2,1,NA,1,2
2531,1,NA,NA,2,1,NA,NA,1,NA
2532,NA,1,1,NA,NA,6,79,NA,2
2533,1,NA,NA,2,1,1,90,1,2
2534,NA,1,NA,1,1,NA,28,1,NA
2535,NA,1,1,NA,NA,NA,41,2,NA
2536,1,NA,1,1,2,NA,NA,1,2
2537,1,1,1,1,2,NA,NA,NA,2
2538,2,NA,1,NA,3,NA,NA,1,2
2539,2,1,1,2,NA,NA,32,NA,NA
2540,NA,NA,1,NA,NA,NA,58,1,NA
2541,NA,1,1,NA,3,NA,46,1,NA
2542,NA,NA,NA,2,1,NA,46,1,2
2543,NA,1,2,1,3,NA,1,1,2
2544,1,1,NA,1,3,3,14,1,NA
2545,1,1,1,NA,1,4,32,1,2
2546,NA,1,NA,NA,3,13,NA,NA,2
2547,2,1,NA,NA,3,NA,NA,1,NA
2548,NA,1,1,NA,1,NA,NA,NA,NA
2549,NA,1,1,1,2,7,NA,1,2
2550,2,1,1,2,NA,16,51,1,2
2551,2,1,NA,1,NA,NA,NA,NA,2
2552,1,1,NA,1,NA,NA,NA,NA,2
2553,1,NA,1,1,NA,8,73,NA,NA
2554,1,NA,NA,NA,NA,15,8,1,2
2555,1,NA,NA,2,1,NA,46,3,2
2556,NA,NA,NA,2,NA,3,NA,1,2
2557,NA,1,1,1,NA,NA,64,NA,2
2558,NA,1,NA,1,NA,NA,60,NA,2
2559,NA,1,1,2,3,NA,NA,1,NA
2560,2,NA,1,2,1,12,NA,NA,NA
2561,1,NA,1,NA,2,16,64,1,2
2562,NA,NA,1,NA,NA,15,90,3,2
2563,1,1,1,NA,1,5,NA,3,NA
2564,NA,1,NA,NA,2,11,39,NA,2
2565,2,NA,1,NA,NA,NA,81,NA,2
2566,NA,NA,1,NA,NA,NA,NA,NA,NA
2567,1,1,NA,NA,1,2,2,1,NA
2568,2,NA,NA,2,NA,8,NA,1,NA
2569,2,NA,1,2,1,10,87,NA,NA
2570,NA,1,NA,NA,NA,8,48,NA,2
2571,NA,NA,1,NA,NA,10,23,NA,2
2572,2,NA,NA,2,2,NA,4,1,NA
2573,1,NA,NA,2,2,15,45,NA,NA
2574,2,1,1,1,NA,12,73,1,2
2575,NA,1,1,NA,1,2,NA,2,2
2576,1,1,1,NA,2,13,NA,1,NA
2577,NA,1,1,2,NA,2,41,NA,NA
2578,2,1,NA,1,2,11,77,NA,2
2579,2,1,1,2,2,NA,NA,1,2
2580,2,NA,NA,2,1,NA,NA,3,NA
2581,2,1,2,2,1,NA,53,1,2
2582,NA,1,1,1,1,9,6,1,NA
2583,1,NA,2,1,2,NA,74,3,NA
2584,1,NA,1,NA,2,1,21,1,NA
2585,2,NA,1,1,NA,7,86,1,NA
2586,2,NA,NA,1,2,14,88,4,2
2587,2,1,1,NA,NA,13,50,NA,NA
2588,NA,NA,1,NA,2,13,87,NA,2
2589,2,NA,1,1,3,10,45,1,2
2590,2,1,NA,NA,NA,NA,NA,2,2
2591,1,1,NA,1,2,7,25,1,1
2592,2,1,NA,1,NA,16,16,NA,NA
2593,2,NA,1,1,NA,NA,42,1,2
2594,NA,NA,1,1,1,9,28,1,2
2595,NA,NA,NA,2,NA,2,NA,1,2
2596,1,1,1,NA,1,5,NA,1,NA
2597,1,NA,1,NA,1,5,NA,4,2
2598,2,1,NA,NA,NA,NA,NA,1,2
2599,NA,2,1,NA,NA,12,47,1,2
2600,NA,1,NA,NA,3,7,53,1,2
2601,2,NA,NA,NA,2,NA,39,1,2
2602,1,NA,NA,1,3,11,62,NA,NA
2603,1,1,NA,2,3,9,82,3,2
2604,NA,1,1,1,2,5,NA,1,NA
2605,2,NA,1,NA,NA,NA,41,NA,NA
2606,NA,1,NA,NA,NA,NA,NA,3,2
2607,2,1,NA,NA,NA,9,65,2,NA
2608,NA,NA,NA,NA,1,NA,13,1,2
2609,2,NA,NA,2,2,NA,NA,NA,2
2610,NA,NA,NA,2,NA,12,NA,NA,2
2611,1,1,1,NA,1,NA,NA,NA,2
2612,1,NA,1,1,NA,NA,82,1,2
2613,1,2,1,NA,NA,NA,NA,NA,2
2614,NA,1,1,1,2,1,51,4,2
2615,2,1,NA,NA,2,NA,10,1,1
2616,NA,1,NA,2,1,NA,89,NA,NA
2617,1,NA,2,1,1,NA,NA,NA,2
2618,1,NA,NA,1,2,NA,90,1,2
2619,1,1,NA,NA,NA,NA,NA,1,NA
2620,2,NA,2,1,1,NA,3,NA,2
2621,NA,1,1,1,2,15,NA,1,2
2622,NA,NA,NA,1,NA,9,NA,NA,2
2623,NA,1,1,1,NA,NA,NA,NA,NA
2624,NA,2,1,NA,NA,NA,NA,1,2
2625,1,1,1,NA,3,5,NA,NA,2
2626,NA,1,1,2,2,7,1,1,NA
2627,2,NA,1,2,NA,5,NA,NA,2
2628,2,NA,NA,2,NA,NA,NA,1,2
2629,NA,NA,1,2,NA,7,1,2,2
2630,NA,2,1,2,NA,1,27,1,NA
2631,2,NA,1,2,NA,NA,49,1,2
2632,NA,1,1,NA,2,14,NA,NA,NA
2633,1,NA,1,1,1,1,NA,1,NA
2634,2,1,1,2,NA,8,9,1,NA
2635,2,1,1,1,NA,4,67,1,1
2636,1,1,NA,2,NA,NA,28,NA,2
2637,NA,1,1,NA,NA,NA,58,1,2
2638,NA,1,1,2,NA,10,53,NA,NA
2639,NA,1,1,2,NA,NA,37,1,2
2640,NA,NA,NA,2,NA,6,NA,NA,2
2641,1,NA,1,NA,NA,8,NA,1,1
2642,2,NA,NA,2,1,12,28,1,2
2643,NA,1,1,NA,NA,5,NA,2,2
2644,NA,2,1,1,2,NA,4,1,NA
2645,NA,1,NA,NA,3,NA,NA,3,NA
2646,1,NA,1,NA,2,NA,2,NA,2
2647,1,1,1,2,2,NA,59,1,1
2648,NA,NA,NA,NA,NA,NA,32,NA,NA
2649,NA,NA,1,1,NA,5,NA,NA,2
2650,2,NA,1,1,2,NA,82,1,2
2651,1,1,1,NA,1,4,NA,3,2
2652,2,NA,NA,NA,2,13,NA,1,2
2653,NA,1,NA,2,1,NA,NA,NA,2
2654,NA,1,1,NA,2,11,NA,NA,2
2655,NA,NA,NA,1,2,NA,NA,1,NA
2656,NA,1,NA,NA,NA,NA,NA,NA,2
2657,1,NA,NA,2,NA,10,NA,1,2
2658,1,1,1,1,NA,NA,NA,3,NA
2659,NA,NA,1,NA,2,NA,NA,NA,2
2660,NA,1,1,NA,1,7,45,2,2
2661,2,1,1,1,2,16,51,NA,NA
2662,1,1,1,NA,NA,5,32,NA,NA
2663,NA,NA,2,1,3,NA,56,NA,2
2664,NA,1,NA,NA,NA,NA,90,1,2
2665,1,NA,1,2,2,NA,NA,NA,NA
2666,2,1,1,1,2,NA,NA,1,NA
2667,2,1,1,2,NA,NA,NA,2,NA
2668,NA,1,1,NA,1,6,NA,NA,2
2669,2,NA,1,NA,NA,15,NA,NA,2
2670,NA,1,NA,2,NA,14,89,1,2
2671,2,1,1,NA,1,16,39,NA,NA
2672,NA,1,NA,1,NA,NA,77,1,2
2673,2,1,1,2,NA,NA,17,1,2
2674,2,1,NA,2,2,NA,NA,1,2
2675,2,1,1,NA,NA,NA,16,NA,2
2676,1,1,NA,NA,3,5,NA,2,2
2677,1,1,1,NA,NA,NA,NA,NA,NA
2678,2,NA,NA,NA,2,8,66,2,NA
2679,NA,NA,1,2,NA,8,33,3,NA
2680,2,1,1,1,1,7,13,NA,2
2681,NA,1,1,NA,1,15,62,1,NA
2682,NA,1,1,2,1,3,41,2,2
2683,NA,2,NA,NA,1,NA,31,1,NA
2684,2,1,1,1,1,NA,88,1,2
2685,2,1,1,1,1,6,20,3,1
2686,2,NA,NA,1,NA,NA,68,1,2
2687,1,2,NA,2,NA,6,NA,NA,2
2688,NA,NA,NA,NA,NA,5,12,NA,2
2689,2,1,1,NA,2,5,NA,1,NA
2690,1,1,1,1,2,NA,NA,1,2
2691,1,NA,NA,1,2,7,54,3,2
2692,NA,1,NA,NA,1,NA,NA,NA,2
2693,1,NA,NA,1,NA,NA,NA,3,2
2694,NA,2,NA,NA,NA,16,NA,1,NA
2695,NA,1,1,2,NA,NA,87,1,2
2696,2,NA,NA,1,3,16,63,1,2
2697,2,1,1,2,NA,NA,NA,NA,2
2698,NA,1,NA,2,1,16,79,NA,2
2699,1,1,1,2,NA,NA,88,NA,NA
2700,2,NA,1,NA,3,12,NA,3,2
2701,NA,NA,NA,NA,2,16,NA,NA,2
2702,NA,NA,1,NA,1,2,85,2,NA
2703,NA,1,NA,1,2,NA,90,1,2
2704,1,NA,NA,1,NA,NA,62,NA,2
2705,NA,NA,NA,2,3,1,28,NA,NA
2706,1,1,1,NA,NA,16,NA,1,2
2707,2,NA,NA,NA,3,NA,NA,1,NA
2708,2,NA,NA,2,NA,14,88,NA,NA
2709,2,NA,1,2,2,NA,80,NA,NA
2710,2,NA,2,1,2,15,NA,1,NA
2711,NA,1,NA,1,3,1,48,1,NA
2712,NA,NA,NA,NA,1,NA,NA,NA,2
2713,2,2,1,NA,NA,NA,69,NA,2
2714,1,1,1,NA,NA,14,14,NA,NA
2715,1,NA,NA,NA,NA,10,NA,1,2
2716,2,NA,1,1,NA,NA,56,NA,2
2717,NA,1,1,1,NA,6,24,NA,2
2718,1,1,1,NA,3,NA,12,1,NA
2719,2,NA,1,NA,2,14,NA,1,2
2720,NA,1,NA,NA,1,NA,85,NA,2
2721,NA,2,NA,1,2,2,NA,2,2
2722,NA,2,NA,2,NA,NA,88,2,2
2723,2,1,NA,2,2,NA,75,1,NA
2724,1,1,NA,NA,NA,10,88,1,NA
2725,2,NA,1,NA,NA,13,58,1,NA
2726,1,1,1,NA,NA,NA,75,1,NA
2727,NA,NA,1,1,2,13,NA,3,NA
2728,NA,1,1,NA,1,NA,65,NA,2
2729,2,NA,NA,1,3,NA,NA,1,NA
2730,2,1,1,NA,1,NA,61,1,NA
2731,NA,1,1,1,2,12,67,1,2
2732,1,NA,1,1,NA,13,NA,1,NA
2733,NA,2,1,2,1,16,NA,NA,2
2734,2,1,1,NA,NA,NA,76,NA,2
2735,NA,1,NA,NA,1,NA,53,1,2
2736,1,1,NA,NA,NA,NA,2,NA,NA
2737,2,1,1,2,1,13,NA,3,2
2738,NA,NA,NA,1,1,NA,36,1,2
2739,2,NA,1,NA,2,13,NA,3,NA
2740,1,NA,1,NA,2,NA,NA,NA,2
2741,NA,1,1,2,NA,13,72,NA,2
2742,NA,NA,1,1,NA,11,67,NA,2
2743,NA,NA,1,2,3,6,NA,NA,2
2744,2,1,1,2,1,7,85,3,2
2745,NA,NA,1,1,2,9,NA,NA,2
2746,2,1,1,NA,1,3,NA,2,NA
2747,1,1,1,2,1,NA,71,NA,2
2748,NA,NA,NA,NA,3,NA,NA,1,2
2749,1,NA,1,2,1,10,NA,3,NA
2750,2,1,1,2,NA,NA,13,NA,NA
2751,NA,1,1,2,NA,NA,35,2,2
2752,1,1,NA,1,2,NA,58,1,2
2753,NA,1,NA,2,3,13,NA,1,2
2754,1,1,1,NA,NA,NA,NA,1,2
2755,2,NA,NA,2,NA,11,41,NA,NA
2756,2,1,1,1,2,2,NA,1,NA
2757,NA,2,NA,NA,1,7,NA,1,2
2758,1,1,1,2,2,NA,NA,NA,NA
2759,NA,NA,1,2,NA,NA,NA,NA,NA
2760,1,1,NA,NA,NA,9,30,1,2
2761,NA,1,1,2,3,12,NA,NA,2
2762,NA,NA,1,2,NA,12,1,1,1
2763,NA,1,NA,1,NA,1,71,1,2
2764,2,NA,NA,1,NA,10,NA,3,NA
2765,NA,1,NA,2,2,NA,42,NA,2
2766,2,1,NA,NA,2,4,45,NA,NA
2767,NA,NA,1,2,3,14,61,1,2
2768,NA,NA,1,1,3,2,7,NA,2
2769,NA,NA,1,NA,1,4,11,1,2
2770,NA,NA,1,2,1,NA,NA,NA,2
2771,2,1,2,1,1,9,NA,1,2
2772,NA,NA,1,2,3,1,0,1,2
2773,2,NA,1,2,NA,NA,16,NA,NA
2774,2,1,1,1,2,NA,NA,NA,NA
2775,1,NA,1,NA,NA,9,NA,1,2
2776,1,1,1,NA,1,14,44,2,NA
2777,2,NA,NA,1,2,9,36,NA,2
2778,1,NA,1,NA,2,6,33,NA,NA
2779,NA,NA,NA,1,2,NA,NA,NA,NA
2780,NA,1,1,1,3,7,18,2,2
2781,NA,NA,1,NA,NA,NA,NA,1,2
2782,NA,1,1,NA,2,NA,NA,NA,NA
2783,NA,1,1,2,2,7,NA,2,2
2784,1,1,1,NA,1,5,NA,1,NA
2785,NA,1,1,NA,2,1,48,3,2
2786,NA,NA,NA,2,NA,14,87,1,NA
2787,2,NA,1,NA,2,NA,42,NA,NA
2788,2,1,1,1,3,9,11,NA,2
2789,2,1,NA,2,3,NA,NA,1,2
2790,1,1,NA,2,1,NA,NA,1,NA
2791,2,1,NA,NA,NA,NA,2,NA,2
2792,NA,1,NA,1,NA,9,66,NA,2
2793,NA,1,NA,2,2,NA,NA,1,NA
2794,NA,1,NA,2,2,NA,NA,4,2
2795,2,1,NA,NA,NA,3,NA,1,2
2796,2,1,1,NA,2,15,76,NA,NA
2797,NA,NA,NA,NA,NA,10,NA,NA,2
2798,2,NA,2,1,NA,14,64,NA,2
2799,NA,1,NA,NA,2,NA,NA,1,NA
2800,1,1,NA,2,3,9,NA,1,2
2801,2,2,1,1,2,15,32,3,2
2802,2,1,NA,NA,2,5,NA,NA,2
2803,1,1,NA,1,2,16,58,NA,2
2804,1,NA,NA,1,NA,12,90,1,2
2805,2,1,1,2,2,1,25,1,2
2806,2,2,NA,2,NA,16,NA,NA,NA
2807,2,1,NA,1,1,10,NA,1,2
2808,2,1,NA,2,2,11,NA,1,NA
2809,1,1,1,NA,NA,5,78,NA,NA
2810,2,2,NA,2,2,NA,78,1,2
2811,NA,1,NA,NA,2,1,NA,1,2
2812,2,1,1,2,2,NA,7,2,NA
2813,NA,1,1,1,2,NA,NA,4,1
2814,1,1,1,NA,1,16,36,1,NA
2815,2,NA,1,2,2,NA,NA,1,2
2816,2,1,1,NA,2,NA,NA,1,2
2817,2,1,1,2,NA,11,NA,1,NA
2818,2,1,NA,1,NA,NA,NA,1,2
2819,NA,2,NA,NA,NA,11,41,3,2
2820,1,NA,1,1,2,NA,48,1,NA
2821,NA,NA,1,2,2,13,78,NA,2
2822,2,1,1,1,2,NA,49,NA,2
2823,NA,2,NA,NA,2,NA,NA,1,2
2824,1,1,2,NA,2,7,NA,NA,1
2825,2,1,1,1,2,NA,41,1,NA
2826,NA,1,1,2,1,16,71,2,NA
2827,1,NA,1,NA,NA,NA,61,NA,2
2828,2,NA,2,NA,1,NA,NA,1,NA
2829,2,1,1,2,NA,6,NA,NA,NA
2830,2,1,NA,NA,NA,4,68,1,2
2831,2,1,NA,1,1,NA,NA,NA,NA
2832,1,NA,1,NA,2,NA,18,NA,2
2833,2,1,1,2,NA,NA,NA,3,NA
2834,2,1,1,NA,NA,2,43,1,NA
2835,NA,1,1,1,1,8,NA,NA,2
2836,1,1,1,1,3,8,14,NA,2
