"id","cwb_1_sim","cwb_2_sim","cwb_3_sim","cwb_4_sim","res_1","res_2","dem_1_sim","res_1_sim","res_2_sim","dem_2_sim","dem_3_sim","cwb_scale"
2229,NA,NA,NA,2,1,9,51,2,NA,1,2,NA
2230,NA,NA,1,1,1,NA,56,2,NA,1,NA,NA
2231,NA,1,NA,NA,1,NA,NA,3,NA,2,2,NA
2232,1,NA,NA,NA,1,NA,NA,NA,12,1,NA,1116.5
2233,1,1,NA,NA,NA,5,41,2,NA,1,NA,1117
2234,NA,1,NA,2,NA,8,NA,NA,NA,NA,2,NA
2235,NA,1,NA,NA,3,NA,73,2,NA,1,2,NA
2236,1,1,NA,NA,3,NA,38,1,2,1,NA,1118.5
2237,NA,NA,NA,2,3,NA,38,NA,5,1,2,NA
2238,NA,1,1,NA,2,12,NA,NA,6,NA,2,NA
2239,2,NA,1,NA,1,NA,48,2,6,1,2,1120.5
2240,NA,1,NA,NA,1,16,46,NA,NA,NA,NA,NA
2241,NA,1,NA,2,2,2,NA,2,7,1,2,NA
2242,NA,1,NA,NA,3,14,NA,1,NA,1,2,NA
2243,NA,1,NA,NA,NA,15,10,NA,3,NA,NA,NA
2244,NA,NA,NA,NA,NA,3,72,2,NA,NA,2,NA
2245,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,NA
2246,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA
2247,1,1,NA,NA,2,15,43,NA,10,1,2,1124
2248,NA,NA,1,NA,NA,NA,NA,2,3,NA,NA,NA
2249,NA,1,NA,NA,2,NA,NA,NA,13,2,2,NA
2250,NA,NA,NA,NA,1,14,46,2,NA,NA,NA,NA
2251,2,NA,1,1,NA,7,11,2,11,NA,2,1126.5
2252,NA,1,1,NA,3,NA,43,2,NA,1,2,NA
2253,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,1127.5
2254,1,1,NA,NA,NA,11,NA,2,4,NA,2,1127.5
2255,NA,NA,1,2,3,12,40,NA,9,NA,2,NA
2256,NA,1,1,NA,2,8,35,NA,4,NA,2,NA
2257,NA,1,NA,1,2,4,35,NA,2,1,2,NA
2258,NA,NA,NA,NA,2,NA,NA,3,NA,1,2,NA
2259,2,NA,1,NA,3,NA,NA,2,10,NA,2,1130.5
2260,NA,1,NA,NA,2,NA,NA,NA,10,NA,2,NA
2261,NA,NA,1,NA,3,NA,NA,NA,4,3,NA,NA
2262,NA,NA,NA,2,1,NA,69,3,5,2,NA,NA
2263,NA,NA,NA,2,NA,7,41,NA,3,NA,NA,NA
2264,NA,NA,NA,2,NA,3,NA,NA,8,1,2,NA
2265,1,NA,NA,NA,2,NA,NA,2,9,1,NA,1133
2266,2,1,1,1,NA,NA,65,1,12,1,NA,1134
2267,1,1,1,NA,1,NA,NA,3,NA,1,NA,1134
2268,2,NA,NA,NA,3,NA,NA,3,15,1,1,1135
2269,1,NA,1,NA,2,15,NA,NA,12,NA,2,1135
2270,NA,1,NA,NA,1,14,67,2,NA,1,NA,NA
2271,2,NA,NA,2,1,15,16,2,9,1,2,1136.5
2272,2,1,1,2,NA,1,NA,3,9,NA,2,1137
2273,2,1,1,2,2,3,NA,1,15,2,2,1137.5
2274,NA,2,1,NA,NA,4,24,NA,4,NA,2,NA
2275,NA,NA,1,NA,2,15,NA,2,NA,1,NA,NA
2276,NA,1,NA,NA,2,NA,57,1,14,1,2,NA
2277,NA,NA,1,2,2,NA,32,2,NA,3,NA,NA
2278,NA,2,NA,2,2,NA,43,3,1,1,2,NA
2279,1,NA,2,2,NA,NA,31,NA,11,1,NA,1140
2280,NA,1,NA,NA,2,NA,NA,NA,16,1,NA,NA
2281,NA,1,2,NA,NA,9,NA,1,10,1,2,NA
2282,NA,NA,NA,1,NA,7,NA,3,3,NA,NA,NA
2283,NA,1,1,2,2,6,53,2,NA,1,2,NA
2284,1,1,1,NA,3,8,66,NA,NA,NA,2,1142.5
2285,2,NA,NA,2,NA,NA,20,NA,3,NA,2,1143.5
2286,NA,1,NA,NA,2,5,45,2,16,1,2,NA
2287,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA
2288,NA,NA,NA,1,NA,NA,NA,1,4,3,NA,NA
2289,1,1,NA,NA,NA,NA,25,1,12,NA,NA,1145
2290,2,1,1,NA,2,NA,37,3,NA,3,2,1146
2291,NA,1,1,NA,NA,1,14,2,NA,NA,NA,NA
2292,2,1,1,2,2,9,NA,NA,10,NA,2,1147
2293,1,1,1,NA,NA,2,16,2,4,NA,2,1147
2294,2,NA,NA,NA,1,9,34,NA,1,2,2,1148
2295,NA,1,1,NA,2,NA,NA,1,3,NA,2,NA
2296,NA,1,1,2,2,13,NA,2,NA,3,NA,NA
2297,NA,2,1,1,3,12,NA,2,14,1,2,NA
2298,2,2,NA,1,2,3,60,3,NA,NA,NA,1150
2299,1,1,NA,NA,3,6,NA,NA,NA,NA,2,1150
2300,1,1,1,NA,1,16,NA,NA,6,1,NA,1150.5
2301,NA,1,NA,NA,1,16,NA,2,NA,3,1,NA
2302,NA,1,NA,NA,1,5,0,NA,NA,NA,NA,NA
2303,NA,1,1,NA,NA,4,NA,2,NA,2,NA,NA
2304,NA,1,NA,1,1,6,81,1,NA,1,NA,NA
2305,NA,NA,NA,NA,1,NA,NA,2,NA,1,2,NA
2306,NA,NA,1,NA,NA,NA,29,NA,16,1,1,NA
2307,NA,1,NA,2,NA,10,NA,3,NA,2,2,NA
2308,NA,1,1,2,2,NA,20,1,13,NA,2,NA
2309,NA,1,NA,1,NA,NA,NA,2,9,1,2,NA
2310,NA,1,NA,NA,NA,6,NA,1,1,4,NA,NA
2311,2,1,NA,NA,3,13,51,NA,4,3,2,1156.5
2312,NA,1,1,NA,2,8,NA,NA,10,4,NA,NA
2313,2,1,1,1,NA,NA,74,2,9,1,NA,1157.5
2314,NA,NA,NA,1,1,9,NA,NA,NA,2,2,NA
2315,NA,1,NA,NA,1,NA,68,1,NA,NA,NA,NA
2316,NA,1,NA,2,1,9,44,NA,11,NA,NA,NA
2317,NA,1,1,NA,NA,11,NA,2,16,1,2,NA
2318,NA,1,1,NA,2,NA,NA,2,2,1,NA,NA
2319,NA,1,NA,NA,2,5,48,2,1,NA,NA,NA
2320,NA,2,NA,1,1,NA,NA,NA,15,1,NA,NA
2321,NA,NA,NA,NA,2,15,23,2,NA,1,1,NA
2322,2,NA,NA,1,1,NA,42,NA,9,NA,2,1162
2323,2,NA,NA,NA,2,2,19,1,9,1,2,1162.5
2324,NA,NA,2,2,2,4,NA,NA,11,1,NA,NA
2325,NA,2,NA,NA,1,NA,NA,3,7,2,2,NA
2326,NA,NA,NA,NA,3,7,53,2,1,1,2,NA
2327,NA,NA,NA,NA,2,10,NA,NA,15,NA,1,NA
2328,NA,NA,NA,NA,2,4,NA,NA,NA,NA,2,NA
2329,NA,1,NA,1,3,NA,44,1,NA,NA,2,NA
2330,NA,1,1,NA,NA,5,NA,NA,NA,1,2,NA
2331,NA,1,NA,NA,NA,4,60,1,6,1,2,NA
2332,NA,NA,NA,NA,1,4,NA,1,7,NA,2,NA
2333,NA,NA,NA,NA,2,1,39,1,NA,3,2,NA
2334,1,1,1,NA,2,8,73,2,NA,1,1,1167.5
2335,NA,1,NA,NA,NA,3,NA,NA,NA,4,2,NA
2336,2,1,1,NA,NA,6,5,NA,16,NA,2,1169
2337,NA,NA,1,1,2,NA,70,3,14,3,NA,NA
2338,2,1,NA,1,NA,NA,31,NA,NA,NA,2,1170
2339,1,1,NA,NA,1,NA,NA,2,7,3,NA,1170
2340,NA,NA,NA,NA,3,11,84,2,9,1,2,NA
2341,NA,1,NA,NA,NA,15,66,NA,10,NA,2,NA
2342,NA,1,NA,NA,NA,NA,12,3,16,NA,2,NA
2343,1,NA,NA,NA,NA,NA,5,2,NA,NA,2,1172
2344,1,NA,NA,2,2,12,NA,NA,13,NA,2,1172.5
2345,NA,NA,NA,NA,2,NA,NA,1,NA,NA,2,NA
2346,NA,1,NA,NA,1,NA,NA,3,NA,1,2,NA
2347,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA
2348,1,2,NA,1,NA,1,33,NA,NA,1,NA,1174.5
2349,NA,2,NA,NA,NA,16,78,2,7,3,2,NA
2350,NA,1,1,NA,3,3,NA,2,3,1,NA,NA
2351,2,NA,1,2,NA,9,75,1,6,1,NA,1176.5
2352,2,1,1,NA,1,15,NA,NA,NA,NA,NA,1177
2353,NA,NA,1,NA,NA,11,NA,NA,8,1,NA,NA
2354,NA,1,NA,NA,1,NA,47,2,NA,1,2,NA
2355,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2356,NA,1,NA,NA,3,NA,NA,NA,10,NA,NA,NA
2357,NA,NA,NA,NA,2,NA,82,1,5,4,2,NA
2358,2,1,NA,NA,3,NA,NA,2,5,NA,2,1180
2359,1,NA,1,1,2,NA,65,2,NA,NA,1,1180
2360,NA,1,NA,NA,2,2,20,1,6,1,NA,NA
2361,1,1,NA,2,3,2,NA,1,8,1,1,1181
2362,2,NA,1,2,2,NA,46,2,15,2,2,1182
2363,NA,2,1,NA,NA,NA,NA,NA,NA,1,2,NA
2364,NA,1,NA,2,NA,NA,NA,NA,14,NA,2,NA
2365,NA,NA,1,NA,2,NA,NA,2,NA,3,NA,NA
2366,1,1,NA,NA,NA,11,27,NA,14,1,2,1183.5
2367,NA,1,1,1,3,15,NA,2,13,NA,2,NA
2368,NA,1,1,1,3,NA,59,3,NA,3,1,NA
2369,NA,NA,NA,2,NA,8,30,2,5,1,2,NA
2370,1,NA,1,NA,2,16,68,2,6,2,2,1185.5
2371,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
2372,NA,1,NA,2,2,NA,20,3,NA,1,NA,NA
2373,NA,1,NA,NA,2,4,55,NA,7,1,2,NA
2374,NA,NA,NA,NA,NA,NA,54,2,3,3,NA,NA
2375,NA,1,NA,NA,NA,NA,66,NA,NA,NA,NA,NA
2376,NA,1,NA,NA,3,NA,57,3,4,1,2,NA
2377,1,NA,NA,NA,2,16,35,2,15,3,2,1189
2378,NA,NA,1,2,2,NA,8,3,NA,NA,2,NA
2379,1,1,NA,2,NA,15,21,2,14,NA,NA,1190
2380,2,NA,NA,NA,2,NA,NA,1,NA,1,2,1191
2381,2,1,1,NA,1,7,NA,2,NA,NA,2,1191.5
2382,NA,1,NA,NA,2,4,76,NA,8,NA,NA,NA
2383,NA,1,NA,2,NA,NA,73,3,NA,1,2,NA
2384,2,NA,1,1,NA,14,NA,NA,2,NA,NA,1193
2385,NA,NA,1,1,NA,1,NA,1,5,1,2,NA
2386,NA,2,NA,NA,2,5,NA,2,NA,1,2,NA
2387,1,NA,NA,NA,3,2,56,2,7,NA,NA,1194
2388,NA,2,2,NA,2,8,NA,NA,7,4,NA,NA
2389,2,1,1,2,NA,NA,NA,1,NA,1,2,1195.5
2390,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1196
2391,NA,NA,NA,NA,2,NA,NA,2,16,1,2,NA
2392,NA,NA,NA,2,NA,NA,13,2,NA,1,NA,NA
2393,NA,NA,1,NA,NA,NA,37,2,7,1,NA,NA
2394,2,1,NA,NA,2,12,55,2,NA,NA,2,1198
2395,NA,NA,NA,2,NA,NA,NA,2,NA,1,2,NA
2396,NA,NA,1,2,NA,NA,NA,NA,6,NA,2,NA
2397,NA,1,1,2,NA,2,NA,NA,NA,1,2,NA
2398,NA,NA,NA,NA,NA,NA,58,1,NA,NA,NA,NA
2399,NA,NA,NA,NA,NA,13,80,NA,7,1,2,NA
2400,1,1,NA,NA,2,16,NA,1,4,3,2,1200.5
2401,2,1,NA,NA,1,16,83,NA,NA,NA,NA,1201.5
2402,NA,NA,1,NA,2,11,84,2,3,NA,2,NA
2403,1,NA,1,1,2,NA,NA,NA,NA,1,2,1202
2404,NA,1,NA,2,3,2,66,NA,1,1,2,NA
2405,NA,2,NA,NA,NA,NA,63,1,NA,1,2,NA
2406,NA,1,1,1,NA,3,NA,NA,NA,1,2,NA
2407,NA,1,NA,1,2,15,39,NA,NA,1,NA,NA
2408,2,NA,NA,NA,2,3,NA,2,NA,2,2,1205
2409,1,1,1,1,1,NA,8,3,15,1,2,1205
2410,NA,1,NA,2,NA,2,73,3,NA,NA,2,NA
2411,NA,1,1,NA,1,14,NA,NA,NA,NA,2,NA
2412,1,2,NA,NA,1,10,NA,NA,4,1,2,1206.5
2413,NA,NA,NA,NA,3,NA,27,2,NA,1,2,NA
2414,2,1,NA,1,NA,NA,89,NA,12,NA,NA,1208
2415,NA,NA,NA,NA,NA,NA,63,1,12,NA,2,NA
2416,NA,2,NA,1,1,14,28,2,11,2,2,NA
2417,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA
2418,NA,1,NA,NA,NA,NA,NA,2,NA,NA,2,NA
2419,NA,2,1,NA,3,8,NA,NA,NA,1,2,NA
2420,1,1,NA,1,2,12,81,2,6,1,2,1210.5
2421,1,1,NA,NA,2,14,27,NA,NA,1,NA,1211
2422,1,1,NA,NA,3,NA,61,2,7,1,NA,1211.5
2423,NA,NA,1,NA,NA,6,53,NA,5,1,NA,NA
2424,1,1,NA,2,2,16,NA,2,NA,4,2,1212.5
2425,NA,1,NA,NA,1,NA,54,2,NA,NA,NA,NA
2426,NA,1,1,NA,2,NA,57,1,NA,1,NA,NA
2427,NA,NA,1,2,2,NA,26,3,NA,NA,2,NA
2428,NA,1,NA,NA,2,NA,41,NA,NA,NA,NA,NA
2429,NA,1,1,NA,NA,14,34,NA,NA,NA,NA,NA
2430,NA,1,1,NA,1,NA,7,NA,5,1,2,NA
2431,1,NA,1,1,2,NA,88,3,10,NA,2,1216
2432,1,2,1,NA,3,14,40,NA,7,NA,2,1216.5
2433,NA,1,1,NA,2,10,NA,2,6,NA,NA,NA
2434,2,NA,NA,1,NA,8,NA,3,1,NA,NA,1218
2435,1,NA,1,NA,NA,12,25,NA,5,NA,2,1218
2436,NA,NA,NA,2,2,12,37,3,14,1,1,NA
2437,2,2,NA,1,NA,NA,7,1,15,1,NA,1219.5
2438,NA,1,NA,NA,3,13,61,3,NA,2,NA,NA
2439,NA,1,1,NA,2,11,66,NA,NA,1,2,NA
2440,NA,NA,NA,1,2,NA,NA,3,1,NA,2,NA
2441,NA,NA,NA,NA,NA,3,2,2,12,NA,2,NA
2442,NA,NA,NA,NA,2,9,NA,NA,7,NA,NA,NA
2443,2,1,NA,1,2,7,NA,2,10,3,NA,1222.5
2444,NA,NA,1,1,2,6,2,2,6,NA,NA,NA
2445,2,NA,1,NA,2,NA,38,1,13,1,NA,1223.5
2446,NA,1,NA,NA,1,10,NA,1,8,1,2,NA
2447,2,NA,NA,NA,NA,9,NA,1,13,NA,2,1224.5
2448,NA,NA,1,1,2,NA,34,NA,4,3,NA,NA
2449,1,1,1,1,NA,12,14,NA,NA,NA,2,1225
2450,2,NA,1,NA,2,3,NA,1,NA,1,NA,1226
2451,NA,1,NA,2,1,NA,NA,2,3,1,2,NA
2452,1,1,NA,NA,2,8,NA,NA,7,NA,2,1226.5
2453,1,1,NA,NA,3,2,50,NA,NA,1,NA,1227
2454,NA,1,NA,NA,2,13,88,1,NA,1,2,NA
2455,NA,1,1,NA,2,NA,NA,NA,NA,NA,2,NA
2456,NA,NA,1,2,2,NA,68,1,NA,2,1,NA
2457,2,1,1,NA,2,NA,62,2,NA,1,2,1229.5
2458,NA,1,NA,1,1,NA,NA,NA,2,2,NA,NA
2459,2,1,2,NA,3,NA,13,2,NA,1,2,1230.5
2460,NA,NA,1,NA,NA,NA,80,2,9,NA,2,NA
2461,NA,1,NA,NA,2,16,33,2,14,1,2,NA
2462,NA,1,NA,2,2,15,3,NA,NA,2,NA,NA
2463,NA,NA,1,2,2,12,41,2,14,1,2,NA
2464,2,1,1,NA,3,NA,66,3,NA,1,2,1233
2465,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,NA
2466,2,1,NA,NA,1,14,NA,3,NA,1,2,1234
2467,2,1,NA,NA,3,NA,5,NA,2,4,2,1234.5
2468,NA,NA,1,NA,NA,13,53,1,7,1,NA,NA
2469,NA,1,1,2,1,NA,NA,NA,10,NA,2,NA
2470,2,NA,NA,NA,NA,NA,40,NA,1,NA,2,1236
2471,2,1,1,NA,NA,4,45,3,NA,NA,2,1236.5
2472,NA,1,1,NA,NA,15,41,2,NA,1,2,NA
2473,2,1,1,NA,2,7,37,2,NA,1,2,1237.5
2474,2,1,NA,NA,NA,6,NA,3,NA,1,2,1238
2475,NA,1,1,2,1,2,35,NA,6,NA,NA,NA
2476,NA,NA,NA,NA,2,NA,NA,1,NA,2,NA,NA
2477,NA,1,2,NA,2,2,NA,1,10,NA,2,NA
2478,NA,1,NA,2,NA,3,65,2,7,1,NA,NA
2479,NA,NA,1,NA,NA,NA,NA,NA,4,1,2,NA
2480,1,1,NA,NA,1,8,78,NA,9,1,2,1240.5
2481,NA,1,1,NA,1,14,NA,2,8,2,2,NA
2482,NA,1,1,NA,2,NA,NA,2,NA,NA,2,NA
2483,NA,1,1,NA,NA,5,NA,1,7,NA,2,NA
2484,NA,1,1,2,2,3,NA,1,16,NA,NA,NA
2485,2,1,1,1,2,1,NA,1,NA,3,2,1243.5
2486,NA,1,NA,NA,NA,8,44,NA,14,1,NA,NA
2487,NA,NA,NA,NA,NA,4,32,NA,NA,1,2,NA
2488,NA,NA,NA,NA,2,NA,63,2,NA,NA,2,NA
2489,NA,NA,1,NA,3,2,27,3,NA,1,NA,NA
2490,NA,NA,1,NA,1,10,NA,1,NA,2,NA,NA
2491,NA,NA,1,1,NA,2,49,2,NA,3,NA,NA
2492,NA,1,1,2,2,4,9,1,14,NA,NA,NA
2493,NA,1,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
2494,NA,NA,NA,NA,NA,NA,NA,NA,14,4,NA,NA
2495,2,NA,NA,1,1,2,74,NA,11,NA,NA,1248.5
2496,2,1,NA,1,1,7,34,NA,9,2,2,1249
2497,NA,NA,NA,2,3,6,NA,1,13,1,2,NA
2498,NA,1,NA,NA,NA,NA,32,2,4,NA,NA,NA
2499,NA,1,NA,NA,1,5,NA,NA,7,1,NA,NA
2500,NA,1,NA,NA,2,13,58,1,NA,3,2,NA
2501,1,1,1,NA,3,NA,39,NA,NA,NA,2,1251
2502,NA,1,1,2,2,1,NA,3,1,1,NA,NA
2503,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
2504,1,1,1,1,NA,3,84,1,8,NA,2,1252.5
2505,2,1,NA,2,NA,NA,NA,NA,3,1,NA,1253.5
2506,NA,1,1,NA,NA,NA,87,NA,NA,1,2,NA
2507,2,1,NA,NA,NA,5,88,NA,NA,1,NA,1254.5
2508,NA,1,NA,NA,1,NA,7,NA,11,4,2,NA
2509,2,2,1,1,3,1,81,1,1,1,2,1255.5
2510,NA,1,NA,NA,2,5,64,1,16,2,NA,NA
2511,2,NA,NA,1,NA,7,NA,3,NA,NA,NA,1256.5
2512,2,1,NA,1,2,NA,NA,3,NA,NA,NA,1257
2513,NA,NA,1,NA,NA,12,NA,NA,4,NA,NA,NA
2514,NA,1,NA,2,1,8,76,2,7,2,2,NA
2515,NA,NA,1,NA,NA,5,39,NA,3,NA,NA,NA
2516,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
2517,NA,1,NA,2,NA,NA,NA,NA,NA,3,NA,NA
2518,2,1,1,NA,1,NA,17,1,NA,1,2,1260
2519,NA,1,1,NA,NA,5,NA,3,NA,1,NA,NA
2520,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2521,NA,1,1,NA,2,NA,32,1,8,1,2,NA
2522,NA,1,1,2,3,NA,NA,3,NA,NA,2,NA
2523,NA,NA,1,1,NA,NA,3,NA,NA,1,2,NA
2524,2,1,NA,NA,1,NA,4,2,NA,NA,NA,1263
2525,NA,1,NA,NA,3,NA,NA,NA,2,1,NA,NA
2526,2,NA,1,NA,2,3,50,NA,15,1,NA,1264
2527,2,1,NA,NA,1,16,52,1,NA,NA,2,1264.5
2528,2,NA,NA,2,2,NA,36,NA,NA,NA,2,1265
2529,NA,NA,NA,NA,3,NA,NA,2,NA,NA,2,NA
2530,NA,1,1,NA,NA,9,NA,2,13,NA,2,NA
2531,2,1,NA,NA,NA,7,7,2,1,NA,2,1266.5
2532,NA,2,NA,NA,NA,12,39,NA,8,1,2,NA
2533,1,1,NA,NA,NA,11,30,3,16,NA,2,1267
2534,NA,1,NA,NA,NA,NA,NA,2,6,1,NA,NA
2535,2,NA,1,1,NA,NA,75,1,NA,NA,2,1268.5
2536,NA,1,NA,NA,3,NA,52,NA,13,1,NA,NA
2537,1,1,1,NA,NA,12,15,2,NA,1,NA,1269
2538,1,1,NA,NA,1,NA,76,NA,NA,1,2,1269.5
2539,NA,NA,1,NA,2,NA,NA,2,NA,NA,2,NA
2540,1,1,NA,1,NA,2,NA,1,13,1,2,1270.5
2541,NA,NA,NA,NA,1,NA,NA,2,13,NA,NA,NA
2542,NA,1,1,2,2,5,83,2,6,NA,2,NA
2543,2,1,NA,2,NA,11,NA,NA,NA,NA,1,1272.5
2544,1,1,NA,NA,NA,NA,NA,2,2,1,1,1272.5
2545,NA,1,NA,2,NA,3,65,3,NA,NA,NA,NA
2546,NA,NA,1,2,2,7,NA,NA,16,2,2,NA
2547,1,NA,NA,NA,NA,NA,26,NA,NA,3,NA,1274
2548,NA,2,NA,NA,3,15,26,3,NA,NA,NA,NA
2549,NA,1,1,NA,NA,2,NA,2,3,1,2,NA
2550,NA,1,NA,1,1,NA,23,NA,NA,1,NA,NA
2551,2,1,NA,2,1,5,87,NA,16,2,2,1276.5
2552,NA,1,NA,1,1,1,61,NA,14,3,2,NA
2553,NA,1,NA,2,1,3,19,NA,NA,NA,NA,NA
2554,NA,NA,NA,NA,1,11,40,1,NA,NA,2,NA
2555,NA,NA,NA,NA,2,NA,NA,NA,5,1,2,NA
2556,2,1,NA,NA,NA,16,NA,2,8,NA,2,1279
2557,NA,NA,NA,1,2,1,NA,3,12,NA,NA,NA
2558,1,NA,NA,NA,2,11,24,2,10,1,2,1279.5
2559,NA,2,NA,NA,2,NA,62,3,NA,NA,2,NA
2560,2,1,1,NA,1,5,NA,1,4,1,2,1281
2561,2,1,NA,NA,NA,12,25,NA,14,NA,NA,1281.5
2562,NA,NA,NA,NA,1,11,29,NA,9,NA,2,NA
2563,NA,1,NA,NA,NA,2,NA,1,NA,NA,2,NA
2564,NA,2,1,2,1,NA,9,NA,NA,NA,2,NA
2565,NA,2,NA,NA,NA,11,NA,1,5,NA,2,NA
2566,NA,1,1,NA,NA,NA,45,NA,11,NA,2,NA
2567,NA,1,NA,2,NA,NA,86,2,NA,1,2,NA
2568,NA,1,1,1,2,NA,NA,2,3,1,2,NA
2569,NA,NA,NA,NA,NA,15,NA,3,14,1,2,NA
2570,NA,2,1,NA,NA,NA,23,2,10,NA,NA,NA
2571,NA,NA,NA,NA,2,9,88,2,NA,NA,NA,NA
2572,NA,NA,NA,NA,NA,6,NA,2,NA,1,2,NA
2573,NA,1,1,NA,2,NA,29,NA,12,3,NA,NA
2574,NA,1,1,NA,NA,15,NA,1,NA,1,2,NA
2575,NA,NA,NA,NA,3,10,8,2,NA,NA,NA,NA
2576,NA,1,NA,NA,2,7,NA,2,15,3,1,NA
2577,2,1,NA,2,3,10,84,NA,NA,NA,2,1289.5
2578,2,1,NA,NA,NA,NA,NA,2,3,3,1,1290
2579,NA,1,1,NA,2,6,80,2,3,3,NA,NA
2580,NA,1,1,NA,1,NA,NA,3,3,1,NA,NA
2581,2,1,NA,2,2,5,7,NA,7,2,NA,1291.5
2582,1,NA,1,NA,2,NA,61,3,12,NA,NA,1291.5
2583,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA
2584,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA
2585,NA,2,1,1,NA,NA,26,NA,8,1,2,NA
2586,NA,NA,1,NA,2,3,24,NA,16,1,2,NA
2587,NA,NA,NA,1,2,NA,NA,2,NA,NA,2,NA
2588,NA,1,NA,NA,1,6,NA,NA,NA,NA,2,NA
2589,NA,NA,NA,NA,NA,2,82,2,NA,1,2,NA
2590,NA,1,NA,NA,3,NA,85,3,2,1,2,NA
2591,NA,1,NA,NA,NA,2,15,2,NA,NA,2,NA
2592,NA,NA,NA,NA,2,NA,45,1,NA,1,2,NA
2593,2,1,NA,1,NA,8,73,3,7,NA,2,1297.5
2594,NA,NA,NA,1,NA,10,NA,2,11,NA,NA,NA
2595,NA,2,1,NA,NA,9,41,1,NA,1,2,NA
2596,NA,NA,1,NA,1,4,NA,3,NA,1,NA,NA
2597,NA,NA,NA,2,1,12,0,2,7,NA,2,NA
2598,NA,1,NA,NA,NA,12,NA,3,NA,NA,2,NA
2599,1,NA,NA,NA,NA,NA,5,NA,15,NA,1,1300
2600,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,NA
2601,NA,NA,NA,1,NA,9,9,NA,NA,1,2,NA
2602,NA,1,NA,NA,2,2,NA,NA,NA,3,2,NA
2603,NA,1,NA,2,NA,14,NA,NA,NA,NA,2,NA
2604,NA,NA,NA,1,2,5,NA,2,NA,1,NA,NA
2605,NA,NA,NA,1,2,NA,23,NA,6,1,2,NA
2606,2,NA,1,NA,1,9,37,NA,NA,1,2,1304
2607,2,1,1,1,3,NA,3,NA,5,1,1,1304.5
2608,1,1,NA,2,NA,9,NA,1,9,NA,2,1304.5
2609,NA,1,NA,NA,NA,NA,14,NA,1,1,NA,NA
2610,NA,1,1,NA,NA,1,4,NA,7,NA,2,NA
2611,NA,NA,NA,NA,NA,NA,57,2,16,NA,2,NA
2612,NA,1,NA,NA,NA,8,5,NA,NA,NA,NA,NA
2613,NA,NA,1,NA,2,NA,NA,2,NA,1,NA,NA
2614,2,NA,NA,NA,2,NA,28,2,NA,NA,NA,1308
2615,2,NA,NA,1,2,13,86,3,NA,NA,2,1308.5
2616,NA,1,NA,NA,NA,2,NA,1,NA,1,2,NA
2617,NA,1,1,1,2,6,69,1,NA,1,1,NA
2618,NA,NA,NA,NA,2,NA,78,2,2,NA,2,NA
2619,2,1,NA,2,NA,NA,67,NA,15,NA,NA,1310.5
2620,1,1,NA,NA,NA,NA,NA,NA,8,1,2,1310.5
2621,NA,2,NA,NA,2,13,4,NA,NA,NA,2,NA
2622,NA,1,NA,NA,2,NA,NA,NA,4,3,2,NA
2623,NA,NA,1,2,2,NA,35,NA,2,1,2,NA
2624,NA,1,1,1,2,NA,NA,1,14,1,2,NA
2625,2,1,NA,NA,1,NA,73,1,NA,3,NA,1313.5
2626,1,NA,NA,NA,2,16,55,NA,3,NA,2,1313.5
2627,2,NA,NA,NA,3,NA,NA,2,7,NA,2,1314.5
2628,1,1,NA,NA,1,6,58,NA,3,1,2,1314.5
2629,NA,1,1,NA,1,16,NA,NA,NA,NA,2,NA
2630,2,NA,NA,NA,2,12,NA,1,NA,1,2,1316
2631,NA,NA,NA,2,3,3,13,NA,1,1,1,NA
2632,NA,1,NA,1,3,NA,75,NA,11,NA,NA,NA
2633,NA,1,NA,NA,NA,5,88,2,11,NA,1,NA
2634,NA,1,NA,2,1,6,46,NA,9,NA,2,NA
2635,NA,1,1,NA,NA,NA,59,2,15,1,2,NA
2636,1,1,NA,NA,2,2,NA,2,5,3,2,1318.5
2637,NA,NA,1,NA,2,10,NA,NA,7,NA,2,NA
2638,1,NA,NA,1,1,14,NA,3,2,3,NA,1319.5
2639,NA,2,NA,NA,NA,NA,36,2,10,4,2,NA
2640,NA,1,NA,1,2,NA,NA,2,1,1,2,NA
2641,NA,1,NA,1,2,9,41,NA,NA,1,2,NA
2642,1,NA,NA,NA,2,15,NA,3,2,1,2,1321.5
2643,1,1,NA,1,2,NA,NA,2,8,3,NA,1322
