"id","cwb_1_sim","cwb_2_sim","cwb_3_sim","cwb_4_sim","res_1_sim","res_2_sim","dem_1_sim","dem_2_sim","dem_3_sim"
2273,2,NA,NA,1,3,16,83,NA,2
2274,2,NA,1,2,NA,NA,NA,NA,NA
2275,1,NA,NA,2,3,3,88,NA,2
2276,2,1,1,1,NA,1,61,1,1
2277,NA,1,1,2,2,NA,15,1,NA
2278,NA,1,1,2,3,10,5,NA,NA
2279,1,1,1,NA,2,14,32,1,2
2280,1,1,1,NA,NA,14,48,2,2
2281,NA,NA,NA,NA,2,13,3,1,2
2282,1,1,1,NA,NA,NA,NA,1,2
2283,2,1,1,2,2,2,28,NA,2
2284,2,1,1,NA,3,9,43,NA,2
2285,2,1,NA,NA,2,12,NA,3,NA
2286,NA,1,NA,1,2,NA,0,1,2
2287,2,1,NA,2,1,6,71,1,2
2288,1,1,1,NA,1,4,NA,2,NA
2289,NA,NA,1,NA,NA,4,29,1,2
2290,2,1,1,2,3,11,55,NA,2
2291,NA,1,1,2,2,10,87,2,2
2292,NA,1,1,NA,1,6,NA,NA,NA
2293,1,NA,1,NA,2,11,NA,NA,2
2294,NA,1,NA,1,2,5,NA,1,NA
2295,1,1,NA,1,NA,NA,NA,1,2
2296,NA,1,1,2,2,1,46,1,2
2297,1,NA,1,1,1,NA,NA,1,2
2298,1,2,1,2,NA,NA,40,1,2
2299,2,NA,1,2,3,NA,25,NA,2
2300,2,1,NA,2,2,NA,68,1,2
2301,1,1,1,1,3,11,72,1,2
2302,NA,NA,1,NA,2,NA,45,3,2
2303,1,1,NA,1,3,NA,41,NA,NA
2304,2,NA,NA,2,NA,NA,76,NA,2
2305,NA,NA,1,NA,NA,9,71,NA,2
2306,2,1,1,1,1,14,30,NA,NA
2307,2,1,NA,1,2,6,NA,NA,2
2308,2,NA,1,1,2,14,NA,NA,NA
2309,NA,1,1,2,NA,NA,2,1,2
2310,2,NA,1,1,NA,4,5,1,2
2311,2,NA,1,2,2,10,NA,1,2
2312,2,1,NA,2,NA,3,4,1,NA
2313,1,1,1,1,3,NA,26,NA,2
2314,NA,NA,1,1,2,NA,62,1,2
2315,2,NA,NA,1,1,NA,81,NA,NA
2316,2,NA,1,2,NA,10,62,NA,2
2317,1,2,2,NA,1,NA,NA,1,2
2318,NA,NA,NA,NA,NA,15,42,NA,2
2319,NA,1,NA,1,2,15,64,1,NA
2320,1,NA,NA,NA,NA,11,19,1,NA
2321,2,1,NA,NA,1,10,NA,NA,2
2322,1,1,1,NA,1,NA,NA,1,2
2323,NA,1,1,2,NA,3,85,1,NA
2324,2,1,1,2,2,NA,18,1,NA
2325,2,1,2,2,1,12,NA,NA,2
2326,2,1,NA,NA,NA,14,53,3,NA
2327,NA,1,1,NA,3,6,84,2,NA
2328,NA,NA,NA,2,3,3,44,NA,NA
2329,NA,1,NA,NA,1,15,15,1,NA
2330,NA,1,NA,2,NA,NA,51,NA,NA
2331,2,NA,NA,1,3,15,52,1,2
2332,NA,1,1,1,3,NA,7,NA,2
2333,NA,1,1,2,2,NA,NA,NA,NA
2334,2,NA,1,1,2,14,26,NA,2
2335,NA,NA,NA,1,1,11,65,NA,NA
2336,2,1,NA,2,2,NA,54,NA,2
2337,NA,1,1,2,NA,NA,31,1,2
2338,1,NA,NA,1,NA,12,53,1,NA
2339,NA,1,1,1,2,NA,NA,1,2
2340,1,1,1,NA,1,4,NA,NA,2
2341,1,NA,1,1,2,NA,7,1,NA
2342,1,NA,NA,NA,2,NA,NA,NA,NA
2343,2,1,2,NA,2,9,NA,1,NA
2344,2,NA,NA,1,NA,NA,76,NA,2
2345,1,NA,2,2,3,16,65,NA,2
2346,1,1,NA,1,NA,NA,15,3,NA
2347,1,1,NA,2,3,NA,NA,4,2
2348,1,1,NA,NA,3,15,11,4,2
2349,1,NA,1,NA,3,NA,NA,2,NA
2350,2,NA,NA,2,NA,9,NA,NA,NA
2351,NA,1,NA,NA,NA,2,75,NA,2
2352,2,NA,1,1,1,16,18,NA,NA
2353,2,1,1,1,1,NA,52,NA,2
2354,1,1,NA,1,NA,NA,NA,1,2
2355,1,1,1,2,2,NA,NA,NA,2
2356,2,NA,2,NA,NA,NA,NA,NA,NA
2357,1,NA,1,1,3,10,17,1,2
2358,1,1,NA,1,3,16,59,NA,2
2359,2,1,NA,NA,1,2,43,NA,2
2360,2,1,NA,2,NA,8,NA,1,2
2361,2,1,NA,2,NA,NA,NA,NA,2
2362,1,NA,1,2,2,3,73,1,2
2363,1,1,NA,1,2,14,NA,1,2
2364,2,1,NA,1,NA,3,24,1,2
2365,1,1,1,NA,NA,2,22,NA,2
2366,NA,NA,NA,NA,1,NA,26,NA,1
2367,2,NA,NA,2,2,NA,NA,NA,2
2368,1,1,NA,NA,NA,13,47,NA,NA
2369,NA,1,1,2,NA,NA,88,1,NA
2370,1,NA,1,1,1,5,NA,1,2
2371,NA,NA,1,NA,2,4,77,NA,2
2372,1,NA,1,NA,2,NA,NA,1,2
2373,2,NA,1,1,1,NA,NA,NA,NA
2374,NA,1,1,2,2,7,NA,NA,2
2375,NA,NA,1,2,2,2,NA,NA,2
2376,NA,1,NA,NA,NA,1,NA,NA,2
2377,NA,NA,NA,1,2,NA,27,1,NA
2378,1,1,NA,NA,2,NA,NA,1,NA
2379,2,1,NA,2,2,NA,NA,NA,2
2380,NA,NA,NA,NA,1,3,41,NA,NA
2381,NA,NA,1,2,NA,7,NA,1,NA
2382,NA,NA,1,1,NA,9,44,NA,2
2383,1,NA,1,2,3,NA,NA,3,2
2384,2,1,1,2,NA,14,NA,NA,2
2385,1,1,NA,NA,NA,1,22,1,NA
2386,2,1,1,NA,2,NA,NA,1,2
2387,2,NA,1,NA,1,NA,NA,1,NA
2388,2,1,NA,1,3,NA,62,1,NA
2389,NA,1,NA,1,2,NA,16,1,2
2390,2,NA,1,2,NA,NA,NA,1,2
2391,NA,NA,NA,NA,1,NA,84,1,NA
2392,NA,1,NA,2,2,NA,NA,1,2
2393,1,1,NA,2,3,5,NA,1,2
2394,NA,NA,NA,NA,3,NA,NA,1,NA
2395,2,1,1,NA,NA,NA,21,1,2
2396,NA,NA,1,NA,2,3,NA,NA,2
2397,2,1,1,1,2,NA,84,3,2
2398,2,2,1,NA,NA,7,24,NA,2
2399,2,NA,NA,NA,1,5,NA,1,2
2400,2,1,1,NA,1,6,53,1,NA
2401,NA,1,1,NA,NA,13,58,NA,NA
2402,2,1,1,1,1,11,63,NA,2
2403,NA,NA,1,NA,1,NA,30,1,2
2404,2,2,1,1,3,8,NA,NA,2
2405,NA,1,NA,NA,2,NA,0,NA,2
2406,1,NA,NA,2,NA,12,NA,1,2
2407,NA,NA,1,1,NA,NA,17,NA,2
2408,1,NA,1,2,2,NA,85,NA,2
2409,2,1,NA,1,NA,14,86,NA,NA
2410,1,NA,1,NA,2,13,90,1,2
2411,2,1,NA,2,NA,NA,75,NA,2
2412,2,NA,1,1,NA,10,5,NA,NA
2413,1,NA,NA,1,2,4,69,1,NA
2414,2,1,1,1,3,NA,46,3,2
2415,2,NA,1,NA,1,8,56,1,2
2416,2,1,NA,NA,NA,NA,43,NA,2
2417,NA,1,1,NA,NA,NA,NA,NA,NA
2418,2,NA,1,1,3,15,5,1,2
2419,NA,1,1,1,NA,11,76,NA,2
2420,NA,NA,1,2,1,11,6,1,2
2421,1,NA,NA,1,3,8,52,NA,2
2422,NA,NA,1,NA,2,11,82,1,NA
2423,2,1,1,2,2,12,69,3,2
2424,1,NA,2,NA,NA,1,NA,NA,2
2425,NA,1,NA,NA,NA,12,16,1,2
2426,NA,NA,1,1,2,1,6,NA,2
2427,NA,NA,NA,1,2,15,NA,1,NA
2428,2,NA,1,2,2,5,59,NA,NA
2429,1,1,NA,1,1,NA,NA,1,NA
2430,NA,NA,1,2,1,7,84,NA,2
2431,NA,1,NA,NA,1,NA,88,1,NA
2432,NA,1,NA,NA,NA,9,31,NA,NA
2433,2,1,1,NA,2,2,80,NA,NA
2434,NA,NA,1,NA,1,10,90,NA,2
2435,2,NA,1,NA,2,7,NA,1,2
2436,NA,NA,NA,NA,2,14,NA,1,1
2437,NA,1,NA,2,2,9,79,3,NA
2438,1,1,NA,2,2,5,51,NA,NA
2439,1,1,1,1,2,11,NA,NA,2
2440,NA,NA,1,2,1,NA,NA,1,NA
2441,NA,NA,NA,NA,NA,7,NA,NA,NA
2442,1,NA,1,NA,NA,NA,NA,1,2
2443,NA,NA,1,1,1,8,NA,1,2
2444,2,1,NA,NA,2,NA,14,3,2
2445,2,1,2,2,NA,9,61,1,NA
2446,2,NA,1,2,1,7,NA,1,2
2447,1,1,1,NA,1,6,25,1,NA
2448,2,NA,1,1,NA,NA,47,NA,2
2449,2,NA,1,2,3,15,3,2,2
2450,NA,1,NA,2,1,14,NA,1,2
2451,NA,1,1,1,2,11,82,1,NA
2452,2,1,NA,NA,NA,7,36,1,2
2453,NA,1,NA,2,1,1,NA,NA,2
2454,1,NA,1,2,2,NA,NA,NA,2
2455,NA,1,NA,NA,NA,14,NA,NA,2
2456,2,1,NA,NA,2,8,75,NA,2
2457,2,1,NA,1,1,14,73,1,NA
2458,2,1,1,2,3,13,86,1,NA
2459,2,NA,2,NA,3,NA,NA,1,NA
2460,NA,1,NA,NA,NA,NA,83,4,2
2461,1,NA,NA,NA,2,16,44,1,1
2462,NA,1,NA,NA,NA,NA,75,1,2
2463,1,2,1,1,NA,14,NA,NA,NA
2464,NA,1,NA,2,NA,4,NA,NA,2
2465,NA,1,NA,NA,NA,NA,61,1,NA
2466,1,1,1,1,1,14,NA,1,2
2467,2,NA,1,2,2,NA,NA,1,2
2468,NA,2,1,1,2,13,19,1,2
2469,NA,NA,1,2,2,NA,NA,2,NA
2470,NA,NA,NA,2,3,4,13,4,2
2471,1,1,NA,1,NA,NA,NA,NA,NA
2472,NA,NA,NA,1,NA,NA,57,1,NA
2473,NA,1,2,2,NA,NA,NA,1,2
2474,NA,1,1,2,3,7,88,NA,2
2475,2,1,1,2,2,NA,84,NA,2
2476,1,1,NA,NA,1,1,NA,1,NA
2477,NA,NA,1,2,NA,NA,NA,2,2
2478,NA,1,NA,NA,NA,NA,NA,1,2
2479,NA,1,NA,NA,1,NA,NA,2,NA
2480,NA,NA,NA,NA,NA,NA,NA,1,NA
2481,1,2,NA,2,2,12,22,1,2
2482,NA,1,1,1,NA,6,54,1,2
2483,2,NA,1,2,1,14,89,NA,2
2484,2,1,1,2,3,NA,0,4,NA
2485,NA,NA,1,1,1,NA,NA,1,2
2486,2,2,1,NA,3,7,6,1,2
2487,NA,1,1,NA,1,16,34,1,2
2488,NA,1,NA,1,1,5,NA,NA,2
2489,NA,NA,1,1,NA,NA,4,1,NA
2490,2,NA,1,1,NA,NA,88,NA,2
2491,1,1,NA,2,NA,NA,20,3,2
2492,2,1,1,NA,2,1,68,1,NA
2493,1,1,1,2,NA,2,52,NA,NA
2494,NA,1,1,NA,3,2,78,1,NA
2495,NA,1,1,2,NA,1,87,1,2
2496,1,1,1,2,NA,2,88,1,NA
2497,NA,1,1,NA,NA,12,NA,NA,2
2498,2,2,NA,NA,2,4,47,NA,2
2499,2,1,2,NA,2,NA,NA,4,2
2500,NA,1,NA,1,2,12,NA,3,NA
2501,1,1,1,1,2,8,10,NA,2
2502,NA,NA,NA,NA,1,NA,30,NA,NA
2503,NA,1,1,NA,2,8,17,NA,2
2504,NA,NA,1,1,3,7,5,1,2
2505,NA,1,NA,NA,NA,NA,NA,1,2
2506,2,1,NA,NA,NA,NA,23,NA,NA
2507,2,1,1,1,1,6,NA,NA,NA
2508,NA,1,1,NA,NA,9,NA,1,NA
2509,2,1,NA,2,NA,NA,75,1,2
2510,NA,1,NA,NA,1,5,NA,1,2
2511,2,1,NA,2,NA,6,67,4,NA
2512,2,NA,1,NA,2,13,36,NA,2
2513,1,NA,NA,2,2,NA,11,NA,2
2514,1,1,1,NA,2,NA,8,NA,2
2515,2,1,NA,1,2,11,NA,NA,2
2516,NA,1,NA,1,NA,14,NA,1,1
2517,2,1,NA,NA,NA,5,NA,1,NA
2518,NA,1,1,2,2,NA,19,NA,2
2519,NA,1,1,1,NA,15,NA,1,NA
2520,2,1,1,2,NA,NA,86,1,NA
2521,2,NA,1,1,1,NA,10,NA,NA
2522,NA,NA,1,NA,1,10,NA,NA,2
2523,2,NA,1,NA,NA,3,NA,1,NA
2524,NA,1,NA,NA,1,4,53,NA,2
2525,2,1,NA,NA,1,13,NA,1,NA
2526,2,1,NA,NA,NA,1,NA,3,NA
2527,2,1,1,1,NA,4,0,NA,2
2528,1,NA,1,1,NA,NA,NA,3,NA
2529,1,1,NA,NA,NA,NA,NA,NA,2
2530,2,1,1,NA,2,1,82,NA,2
2531,1,1,NA,NA,NA,8,NA,NA,NA
2532,NA,1,NA,1,NA,NA,NA,1,2
2533,1,1,NA,NA,1,1,90,1,2
2534,NA,NA,1,NA,NA,1,28,NA,2
2535,1,1,NA,2,2,NA,NA,NA,2
2536,1,NA,NA,1,2,10,77,NA,NA
2537,NA,1,1,1,NA,12,NA,2,NA
2538,2,NA,1,NA,3,NA,85,NA,NA
2539,2,1,1,2,2,1,NA,NA,2
2540,NA,NA,NA,NA,3,NA,NA,NA,2
2541,1,NA,NA,1,3,NA,46,NA,2
2542,NA,NA,1,NA,NA,12,NA,1,2
2543,NA,1,NA,1,3,13,1,NA,2
2544,1,1,1,1,NA,3,14,1,2
2545,1,1,1,2,1,NA,32,1,2
2546,NA,NA,NA,2,NA,NA,56,1,NA
2547,NA,1,1,1,NA,NA,55,NA,2
2548,2,NA,NA,1,1,NA,38,NA,NA
2549,NA,1,NA,1,2,7,71,NA,2
2550,NA,1,1,2,3,NA,51,1,2
2551,2,NA,1,1,NA,NA,NA,1,NA
2552,1,NA,1,1,NA,NA,NA,1,NA
2553,1,NA,1,NA,1,8,NA,1,NA
2554,1,1,NA,NA,NA,NA,8,1,2
2555,NA,1,NA,NA,1,7,46,NA,2
2556,NA,NA,NA,2,NA,3,NA,1,NA
2557,NA,NA,NA,1,2,NA,64,NA,NA
2558,1,NA,1,1,NA,5,NA,1,2
2559,2,NA,1,2,3,4,71,NA,NA
2560,NA,2,1,NA,1,12,88,1,NA
2561,1,1,1,NA,NA,16,64,1,2
2562,2,1,NA,NA,2,NA,NA,3,2
2563,NA,NA,1,1,1,NA,62,NA,2
2564,NA,NA,NA,2,NA,NA,39,1,2
2565,NA,NA,1,NA,3,NA,81,NA,2
2566,2,NA,NA,NA,1,15,NA,NA,2
2567,1,1,1,NA,NA,2,2,NA,2
2568,NA,1,1,NA,NA,8,NA,1,NA
2569,2,NA,1,NA,1,10,87,1,NA
2570,2,NA,1,NA,1,NA,48,1,2
2571,NA,1,NA,NA,NA,NA,23,2,NA
2572,2,1,1,NA,NA,14,NA,1,2
2573,1,NA,NA,NA,2,15,45,1,NA
2574,2,1,1,1,1,12,NA,1,2
2575,2,1,NA,2,NA,2,47,NA,NA
2576,NA,1,1,1,NA,NA,22,NA,2
2577,NA,NA,NA,2,2,NA,NA,4,NA
2578,2,1,1,1,NA,11,77,1,2
2579,NA,1,1,2,2,3,49,NA,NA
2580,NA,NA,1,NA,NA,3,80,NA,2
2581,NA,NA,2,2,1,9,53,NA,2
2582,2,NA,1,1,1,9,6,1,2
2583,NA,NA,2,NA,2,1,74,NA,2
2584,1,1,NA,2,2,NA,21,1,2
2585,NA,NA,1,NA,1,NA,NA,1,2
2586,2,1,1,NA,NA,14,88,4,2
2587,2,1,1,1,2,NA,NA,1,2
2588,NA,NA,NA,NA,2,NA,87,2,NA
2589,NA,1,1,NA,3,10,45,1,2
2590,2,1,1,NA,2,NA,NA,NA,NA
2591,NA,NA,1,1,NA,7,25,1,2
2592,2,NA,2,NA,2,NA,NA,1,2
2593,2,NA,1,NA,2,NA,NA,NA,2
2594,NA,NA,1,NA,1,9,28,1,2
2595,NA,NA,NA,NA,NA,2,NA,1,NA
2596,1,1,1,2,1,NA,49,NA,2
2597,NA,1,NA,2,1,NA,21,NA,1
2598,2,1,1,2,NA,NA,NA,NA,2
2599,2,NA,1,1,2,NA,NA,1,NA
2600,1,1,NA,NA,NA,NA,53,1,2
2601,2,NA,1,1,NA,NA,39,NA,2
2602,1,1,1,NA,NA,11,62,3,2
2603,NA,NA,1,NA,3,9,82,3,2
2604,1,NA,NA,1,2,5,56,1,NA
2605,2,1,1,NA,NA,2,NA,1,2
2606,NA,NA,1,2,NA,NA,NA,NA,NA
2607,NA,NA,1,1,NA,9,NA,2,2
2608,1,NA,NA,NA,NA,12,13,NA,2
2609,2,1,NA,NA,NA,5,NA,NA,2
2610,2,1,NA,NA,NA,12,NA,NA,NA
2611,NA,1,1,1,1,NA,69,NA,NA
2612,NA,1,1,NA,2,16,NA,NA,2
2613,1,2,1,2,NA,14,NA,NA,NA
2614,1,NA,1,1,2,1,51,4,2
2615,2,1,1,1,NA,NA,NA,1,2
2616,NA,NA,NA,NA,1,4,NA,1,2
2617,NA,NA,2,NA,1,5,NA,NA,NA
2618,1,1,NA,1,NA,12,NA,1,2
2619,1,NA,1,1,NA,8,NA,NA,1
2620,NA,1,2,NA,1,3,NA,NA,2
2621,NA,NA,NA,1,2,15,2,1,NA
2622,2,NA,NA,NA,NA,9,NA,1,NA
2623,1,NA,1,1,3,4,NA,NA,NA
2624,2,2,NA,2,2,NA,NA,NA,NA
2625,1,NA,1,1,3,NA,76,NA,NA
2626,1,NA,NA,2,2,7,1,1,2
2627,2,1,1,NA,3,NA,45,NA,2
2628,2,NA,NA,NA,NA,NA,NA,NA,1
2629,2,NA,1,NA,1,7,NA,2,2
2630,2,2,NA,2,1,1,NA,1,2
2631,2,1,1,NA,2,11,NA,NA,2
2632,NA,NA,NA,2,2,NA,86,NA,2
2633,1,1,NA,1,1,1,8,1,NA
2634,2,1,1,2,2,8,NA,1,2
2635,2,NA,1,1,3,NA,67,1,2
2636,NA,1,1,NA,2,9,NA,NA,2
2637,1,NA,NA,2,2,NA,NA,NA,2
2638,NA,1,NA,2,3,10,53,1,2
2639,NA,NA,1,2,1,1,NA,NA,2
2640,2,1,NA,NA,NA,6,NA,1,NA
2641,NA,NA,1,NA,1,NA,NA,1,NA
2642,NA,1,1,NA,NA,12,28,1,2
2643,1,1,NA,1,NA,NA,NA,2,NA
2644,NA,NA,1,1,2,2,NA,NA,2
2645,NA,NA,NA,1,NA,NA,NA,3,NA
2646,1,1,1,NA,NA,11,NA,1,NA
2647,NA,1,1,2,2,2,NA,1,2
2648,1,NA,1,NA,1,NA,NA,NA,2
2649,2,NA,NA,NA,3,5,NA,NA,2
2650,NA,1,NA,1,2,1,NA,1,2
2651,NA,1,1,2,NA,4,77,3,NA
2652,NA,NA,1,NA,NA,13,21,NA,2
2653,2,1,NA,NA,NA,8,64,NA,NA
2654,2,NA,1,1,NA,11,73,3,NA
2655,2,NA,1,NA,NA,2,NA,NA,2
2656,1,1,NA,NA,NA,NA,NA,NA,NA
2657,1,1,NA,2,NA,NA,1,1,NA
2658,NA,NA,1,1,2,NA,NA,3,NA
2659,1,NA,NA,NA,2,NA,58,NA,NA
2660,NA,NA,1,1,1,NA,45,2,2
2661,2,1,1,1,2,16,51,1,NA
2662,1,1,1,2,2,NA,NA,1,2
2663,NA,NA,NA,NA,3,15,NA,NA,2
2664,2,NA,NA,NA,1,NA,90,NA,2
2665,NA,NA,NA,2,2,10,4,NA,NA
2666,2,1,1,1,2,6,NA,NA,NA
2667,NA,1,1,2,1,2,NA,NA,2
2668,1,NA,NA,1,1,NA,7,NA,NA
2669,NA,1,1,NA,NA,NA,NA,1,NA
2670,NA,1,NA,NA,2,14,NA,1,2
2671,2,1,1,2,1,NA,39,1,NA
2672,NA,NA,NA,1,NA,6,77,NA,2
2673,2,1,1,2,1,NA,17,NA,2
2674,2,1,1,2,NA,15,NA,1,NA
2675,2,1,1,2,2,NA,NA,NA,2
2676,NA,1,1,NA,NA,5,21,NA,NA
2677,NA,NA,1,1,NA,NA,26,NA,NA
2678,NA,NA,1,NA,NA,NA,66,2,2
2679,1,NA,1,NA,1,8,NA,3,2
2680,2,1,1,1,1,7,13,1,NA
2681,2,1,NA,1,1,NA,62,1,2
2682,1,NA,NA,2,1,3,41,2,2
2683,2,NA,1,NA,1,NA,NA,1,2
2684,NA,1,1,1,1,4,88,NA,2
2685,NA,1,1,1,1,6,20,3,2
2686,NA,1,1,NA,1,NA,NA,1,2
2687,1,2,1,2,NA,6,NA,2,NA
2688,NA,NA,NA,NA,NA,5,NA,2,NA
2689,2,1,1,1,2,NA,24,NA,NA
2690,1,1,1,1,2,4,75,NA,2
2691,1,1,1,NA,2,7,54,3,2
2692,1,1,NA,1,NA,NA,NA,NA,NA
2693,NA,NA,NA,NA,NA,13,NA,NA,NA
2694,NA,NA,NA,NA,NA,NA,57,NA,2
2695,2,1,NA,2,2,NA,87,NA,2
2696,2,1,1,NA,NA,16,63,1,2
2697,NA,1,1,2,2,NA,54,NA,NA
2698,2,NA,NA,NA,1,16,79,1,NA
2699,NA,1,1,2,3,13,NA,1,2
2700,NA,1,1,NA,NA,12,37,3,NA
2701,1,1,NA,NA,NA,NA,18,2,NA
2702,NA,NA,NA,2,1,NA,85,2,2
2703,NA,NA,NA,NA,2,11,NA,1,2
2704,NA,1,NA,NA,NA,13,NA,NA,2
2705,NA,NA,NA,2,NA,1,28,1,NA
2706,1,1,1,2,1,NA,NA,1,NA
2707,2,NA,1,NA,NA,NA,NA,NA,NA
2708,2,1,1,NA,NA,NA,88,2,2
2709,2,1,1,NA,2,14,NA,3,2
2710,NA,1,2,NA,2,15,31,1,NA
2711,2,NA,1,1,NA,1,48,1,2
2712,1,1,NA,NA,NA,NA,43,NA,NA
2713,2,2,1,1,NA,2,NA,NA,2
2714,1,1,1,2,NA,14,NA,3,NA
2715,NA,1,NA,1,NA,NA,NA,1,2
2716,NA,1,1,NA,2,13,NA,NA,NA
2717,1,1,NA,1,1,6,24,1,NA
2718,1,NA,1,2,3,NA,12,NA,2
2719,NA,1,1,NA,NA,14,84,1,NA
2720,1,NA,1,1,NA,NA,85,NA,2
2721,2,2,NA,NA,NA,2,50,2,NA
2722,NA,2,NA,NA,NA,NA,88,NA,2
2723,2,1,1,2,NA,7,75,NA,2
2724,NA,1,1,2,NA,NA,NA,1,2
2725,NA,NA,1,NA,3,NA,NA,1,2
2726,NA,1,1,2,2,NA,NA,1,2
2727,1,NA,NA,NA,2,13,65,NA,2
2728,NA,NA,NA,2,1,NA,NA,3,NA
2729,2,1,NA,1,NA,15,71,NA,NA
2730,2,1,1,1,1,NA,NA,1,2
2731,2,NA,1,1,2,12,67,1,2
2732,1,1,1,NA,2,13,NA,1,2
2733,NA,2,NA,2,1,16,90,NA,NA
2734,NA,1,1,1,2,NA,NA,NA,1
2735,1,1,NA,2,NA,NA,53,NA,2
2736,NA,1,1,2,NA,16,NA,NA,2
2737,NA,1,1,2,1,13,62,3,NA
2738,NA,NA,1,NA,1,9,NA,1,2
2739,NA,1,NA,1,NA,NA,69,NA,NA
2740,NA,NA,1,NA,NA,NA,8,NA,2
2741,NA,1,NA,2,2,13,72,1,2
2742,2,NA,NA,NA,1,NA,67,1,NA
2743,2,1,NA,NA,3,6,74,1,NA
2744,2,NA,1,2,1,7,85,3,2
2745,1,NA,NA,NA,2,9,6,1,NA
2746,2,NA,1,2,1,NA,27,NA,2
2747,1,1,1,2,1,4,71,1,2
2748,1,1,NA,NA,NA,NA,20,NA,NA
2749,NA,2,1,NA,1,10,54,3,NA
2750,NA,NA,1,2,1,NA,13,NA,2
2751,NA,NA,1,2,3,11,NA,NA,2
2752,NA,1,1,NA,NA,2,58,NA,2
2753,2,1,NA,2,NA,13,15,NA,2
2754,NA,NA,1,2,2,NA,20,NA,2
2755,NA,1,1,NA,1,11,NA,1,NA
2756,NA,1,1,1,2,2,51,1,2
2757,NA,NA,1,NA,NA,7,2,NA,NA
2758,1,1,1,2,2,1,64,NA,NA
2759,NA,NA,NA,NA,1,2,NA,NA,NA
2760,1,NA,1,NA,2,NA,NA,1,2
2761,2,1,NA,2,3,12,86,1,NA
2762,2,NA,NA,NA,1,12,NA,1,2
2763,2,1,NA,1,NA,1,NA,1,2
2764,NA,1,NA,NA,3,NA,51,NA,2
2765,2,NA,1,2,NA,15,NA,1,NA
2766,NA,1,1,NA,2,NA,45,3,2
2767,NA,NA,NA,NA,3,14,61,1,2
2768,2,NA,1,NA,3,2,7,1,2
2769,NA,1,NA,NA,1,NA,11,1,2
2770,1,NA,NA,NA,1,14,18,NA,2
2771,NA,1,2,1,1,9,39,1,NA
2772,2,NA,NA,2,3,1,0,1,2
2773,NA,NA,1,NA,3,14,NA,NA,1
2774,NA,NA,1,1,2,3,55,NA,NA
2775,NA,1,1,NA,NA,9,NA,NA,2
2776,1,1,1,1,1,NA,44,2,2
2777,NA,NA,1,NA,NA,9,36,1,1
2778,NA,1,1,NA,2,NA,33,2,2
2779,2,NA,NA,NA,2,15,NA,NA,NA
2780,1,NA,1,1,3,7,18,2,2
2781,NA,NA,NA,2,NA,7,NA,1,NA
2782,NA,NA,NA,1,2,NA,20,NA,NA
2783,NA,1,NA,2,2,7,23,NA,NA
2784,1,1,1,2,1,NA,42,1,NA
2785,2,NA,NA,2,NA,1,48,3,2
2786,NA,2,NA,2,NA,14,NA,1,2
2787,2,NA,1,NA,2,NA,NA,1,NA
2788,2,1,1,1,3,9,11,2,2
2789,2,1,1,NA,3,12,NA,NA,2
2790,1,NA,1,NA,1,2,55,NA,NA
2791,NA,1,1,1,NA,NA,NA,NA,2
2792,NA,NA,NA,NA,3,NA,NA,1,2
2793,2,1,NA,2,NA,14,NA,NA,2
2794,2,NA,NA,NA,2,13,NA,NA,2
2795,2,1,1,1,NA,NA,NA,1,NA
2796,NA,1,1,2,2,NA,76,1,2
2797,NA,NA,NA,NA,NA,NA,NA,NA,NA
2798,2,NA,NA,1,2,NA,NA,1,2
2799,2,NA,NA,1,NA,15,35,NA,NA
2800,NA,NA,NA,2,NA,9,68,1,2
2801,2,2,1,1,2,15,32,3,2
2802,2,1,1,2,NA,NA,20,1,NA
2803,NA,1,1,NA,NA,16,58,1,2
2804,1,NA,NA,1,NA,NA,NA,1,2
2805,NA,1,1,2,2,1,25,1,2
2806,NA,2,1,2,NA,NA,NA,1,NA
2807,2,1,1,1,NA,10,1,1,NA
2808,NA,NA,1,2,NA,11,30,1,NA
2809,NA,1,1,2,2,NA,NA,2,NA
2810,2,2,1,2,NA,13,78,NA,2
2811,NA,NA,1,2,NA,NA,83,NA,2
2812,2,1,1,2,2,15,NA,2,2
2813,1,NA,NA,1,2,5,22,NA,NA
2814,NA,NA,1,1,1,NA,36,1,2
2815,2,NA,NA,NA,2,12,NA,1,NA
2816,NA,NA,1,1,2,NA,39,NA,NA
2817,2,1,1,2,1,NA,58,1,NA
2818,2,1,1,1,NA,15,NA,NA,2
2819,2,NA,NA,1,NA,NA,41,3,2
2820,NA,NA,NA,1,2,9,NA,1,2
2821,NA,1,NA,2,2,13,78,1,2
2822,NA,NA,1,1,2,1,NA,NA,NA
2823,2,2,NA,NA,NA,5,69,NA,NA
2824,1,1,2,2,2,NA,4,1,NA
2825,2,NA,1,1,2,9,NA,NA,2
2826,NA,1,NA,2,1,16,71,2,2
2827,1,NA,NA,NA,NA,NA,NA,1,1
2828,2,1,2,NA,1,NA,NA,NA,NA
2829,2,1,1,2,3,6,NA,NA,NA
2830,2,1,1,NA,2,NA,NA,1,2
2831,NA,NA,1,1,NA,11,29,NA,2
2832,NA,1,NA,NA,2,NA,18,NA,1
2833,2,1,1,2,2,15,NA,NA,2
2834,NA,1,1,2,NA,NA,43,1,2
2835,2,NA,1,1,1,8,16,3,NA
2836,NA,1,1,1,3,8,14,1,2
